morador,numerocontrole,Bloco,DT_VISITA,DT_TERMINO,TEMPO_TOTAL_ENTREV,Idade,Pais,Estado,Cidade,Bairro_BH,Regiao_BH,T_pernoite,T_qtpernoite,T_hospedagem,T_transp,T_motivo,T_outromoivo,Dias_carnaval,Gasto_total,T_Hospedagem,Alimentacao,T_Atrativos_passeios,Transporte_interno,Compras,Ingressos,Outros,Total,Qtd_pessoas_gasto,Fonte_carnaval,Participou_anosanteriores,Evolucao,Motivo,Expectativas,Aval_geral,Aval_banheiros,Aval_seguranca,Aval_precos,Proxima_edicao,Motivo_nao,Blocos_de_Rua,Escola_samba_caricato,Eventos_privados,Palcos,T_visita_amigos,T_citytour,T_visitacultural,T_compras,T_gastronomia,Principal_patrocinador,Outr_patrocinador,Genero,Esclaridade,Estado_civil,Faixa_renda
Visitantes,332,Entao Brilha,11/02/2018 9:35,11/02/2018 9:42,0:07:05,27,Brasil,Minas Gerais,Uberlandia,NA,NA,Sim,4,Casa de Amigos/Parentes,Outro   Uber,Sim,NA,4,1050,,600,200,200,50,,,1050,1,Amigos/Familiares,Sim,Melhorou,,Superou,2,7,7,7,Sim,,Sim,Nao,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Blocos de rua,,Masculino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,333,Beiço do Vando,11/02/2018 9:38,11/02/2018 9:43,0:05:06,42,Brasil,Minas Gerais,Belo Horizonte,Prado,Oeste,NA,NA,NA,NA,NA,NA,2,180,NA,100,NA,30,50,,,180,1,Amigos/Familiares,Sim,Piorou,Banheiros,Nao satisfez/decepcionou,2,8,8,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Visitantes,334,Entao Brilha,11/02/2018 9:44,11/02/2018 9:54,0:10:42,27,Brasil,Distrito Federal,Brasilia,NA,NA,Sim,5,Casa de Amigos/Parentes,Outro   Uber,Sim,NA,4,500,,280,200,,,,,480,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,6,8,10,7,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Ambev,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,335,Beiço do Vando,11/02/2018 9:44,11/02/2018 9:51,0:06:46,62,Brasil,Minas Gerais,Belo Horizonte,Planalto,Norte,NA,NA,NA,NA,NA,NA,2,120,NA,100,NA,20,,,,120,1,Internet (site),Sim,Melhorou,,Atendeu plenamente,5,3,8,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Pos – Graduaçao – Especializaçao,Divorciado (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,336,Beiço do Vando,11/02/2018 9:48,11/02/2018 9:53,0:05:18,30,Brasil,Minas Gerais,Belo Horizonte,Buritis,Oeste,NA,NA,NA,NA,NA,NA,6,750,NA,300,NA,400,50,,,750,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,8,8,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,337,Beiço do Vando,11/02/2018 9:51,11/02/2018 9:58,0:06:51,49,Brasil,Minas Gerais,Belo Horizonte,Ouro Preto,Pampulha,NA,NA,NA,NA,NA,NA,1,,NA,,NA,,,,,,1,Internet (site),Nao,,,Atendeu plenamente,9,10,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino medio completo,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,338,Alo Abacaxi,11/02/2018 9:57,11/02/2018 10:03,0:06:45,20,Brasil,Minas Gerais,Barbacena,NA,NA,Sim,30,Casa de Amigos/Parentes,Trem,Sim,NA,6,300,,200,20,,100,,,320,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,4,10,6,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,339,Beiço do Vando,11/02/2018 9:58,11/02/2018 10:03,0:05:11,16,Brasil,Minas Gerais,Belo Horizonte,Aparecida,Noroeste,NA,NA,NA,NA,NA,NA,6,250,NA,150,NA,50,50,,,250,1,Amigos/Familiares,Sim,Melhorou,,Superou,10,8,5,8,Sim,,Sim,Sim,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Feminino,Ensino medio incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,340,Beiço do Vando,11/02/2018 10:04,11/02/2018 10:09,0:05:05,53,Brasil,Minas Gerais,Belo Horizonte,Bandeirantes,Pampulha,NA,NA,NA,NA,NA,NA,2,100,NA,100,NA,,,,,100,3,Amigos/Familiares,Nao,,,Superou,5,10,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Visitantes,341,Alo Abacaxi,11/02/2018 10:05,11/02/2018 10:14,0:08:57,37,Brasil,Rio Grande do Norte,Natal,NA,NA,,,,Aviao,Sim,NA,5,500,,200,250,,50,,,500,1,Amigos/Familiares,Sim,Melhorou,,Superou,5,2,8,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,Prefeitura,Feminino,Pos – Graduaçao – Doutorado,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,342,Beiço do Vando,11/02/2018 10:06,11/02/2018 10:09,0:02:53,25,Brasil,Minas Gerais,Belo Horizonte,Renascença,Nordeste,NA,NA,NA,NA,NA,NA,3,280,NA,220,NA,60,,,,280,1,Internet (site),Sim,Melhorou,,Superou,9,9,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino superior incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,343,Beiço do Vando,11/02/2018 10:09,11/02/2018 10:14,0:05:05,28,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,4,200,NA,150,NA,50,,,,200,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Atendeu plenamente,6,8,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,344,Beiço do Vando,11/02/2018 10:11,11/02/2018 10:16,0:05:11,44,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,NA,NA,NA,NA,NA,NA,4,600,NA,400,NA,200,,,,600,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,7,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Pos – Graduaçao – Especializaçao,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,345,Beiço do Vando,11/02/2018 10:16,11/02/2018 10:26,0:10:06,27,Brasil,Minas Gerais,Belo Horizonte,Gloria,Noroeste,NA,NA,NA,NA,NA,NA,6,1300,NA,1000,NA,300,,,,1300,1,Amigos/Familiares,Sim,Melhorou,,Superou,9,10,5,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,346,Alo Abacaxi,11/02/2018 10:18,11/02/2018 10:23,0:05:43,20,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,6,200,NA,120,NA,80,,,,200,1,Internet (site),Nao,,,Atendeu plenamente,5,9,4,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,347,Beiço do Vando,11/02/2018 10:24,11/02/2018 10:29,0:04:44,32,Brasil,Minas Gerais,Belo Horizonte,Sao Luiz,Pampulha,NA,NA,NA,NA,NA,NA,4,200,NA,,NA,,200,,,200,6,Amigos/Familiares,Nao,,,Atendeu plenamente,7,9,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino medio completo,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,348,Alo Abacaxi,11/02/2018 10:25,11/02/2018 10:30,0:05:11,25,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,2,100,NA,100,NA,,,,,100,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,5,5,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Uber,Masculino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,349,Beiço do Vando,11/02/2018 10:27,11/02/2018 10:32,0:05:15,33,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,NA,NA,NA,NA,NA,NA,3,550,NA,200,NA,300,50,,,550,1,Amigos/Familiares,Nao,,,Superou,8,10,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,350,Alo Abacaxi,11/02/2018 10:32,11/02/2018 10:37,0:05:26,22,Brasil,Minas Gerais,Uberlandia,NA,NA,Sim,7,Hoteis/Pousadas,Outro   Uber,Sim,NA,6,1320,320,600,100,,,300,,1320,1,Amigos/Familiares,Nao,,,Superou,8,10,6,9,Sim,,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Skol,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,351,Beiço do Vando,11/02/2018 10:32,11/02/2018 10:42,0:09:14,31,Brasil,Minas Gerais,Belo Horizonte,Barreiro,Barreiro,NA,NA,NA,NA,NA,NA,3,130,NA,70,NA,40,20,,,130,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,9,10,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,352,Beiço do Vando,11/02/2018 10:36,11/02/2018 10:41,0:04:56,46,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,6,500,NA,250,NA,250,,,,500,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,5,7,2,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,353,Alo Abacaxi,11/02/2018 10:38,11/02/2018 10:44,0:05:54,23,Brasil,Minas Gerais,Belo Horizonte,Pindorama,Noroeste,NA,NA,NA,NA,NA,NA,5,510,NA,260,NA,100,50,100,,510,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,7,7,8,8,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Amstel,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,354,Beiço do Vando,11/02/2018 10:50,11/02/2018 10:55,0:04:47,28,Brasil,Minas Gerais,Belo Horizonte,Camargos,Noroeste,NA,NA,NA,NA,NA,NA,1,180,NA,100,NA,60,20,,,180,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Superou,5,10,5,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Casado (a),Nao sabe
Visitantes,355,Beiço do Vando,11/02/2018 10:50,11/02/2018 11:02,0:11:46,41,Brasil,Bahia,Salvador,NA,NA,Sim,6,Casa de Amigos/Parentes,Aviao,Sim,NA,5,300,,150,50,,,,100,300,1,Amigos/Familiares,Nao,,,Superou,7,10,8,10,Sim,,Sim,Nao,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Catuaba selvagem,,Feminino,Pos – Graduaçao – Mestrado,Casado (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Visitantes,356,Alo Abacaxi,11/02/2018 10:57,11/02/2018 11:03,0:06:18,23,Brasil,Minas Gerais,Sao Joao del Rei,NA,NA,Sim,4,Casa propria/alugada,onibus rodoviario,Sim,NA,6,350,,300,50,,,,,350,1,Jornais/Revistas,Nao,,,Atendeu plenamente,5,8,7,8,Sim,,Sim,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Nao,Amstel,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,357,Alo Abacaxi,11/02/2018 10:58,11/02/2018 11:04,0:05:36,35,Brasil,Minas Gerais,Governador Valadares,NA,NA,Sim,3,Casa de Amigos/Parentes,Trem,Sim,NA,3,300,,250,,50,,,,300,2,Amigos/Familiares,Nao,,,Atendeu em parte,5,8,4,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Uber,Masculino,Ensino superior completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,358,Beiço do Vando,11/02/2018 11:02,11/02/2018 11:08,0:06:07,24,Brasil,Minas Gerais,Pedro Leopoldo,NA,NA,NA,NA,NA,NA,NA,NA,5,650,NA,500,NA,150,,,,650,1,Amigos/Familiares,Sim,Melhorou,,Superou,5,10,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,359,Beiço do Vando,11/02/2018 11:02,11/02/2018 11:07,0:04:30,32,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,1,110,NA,70,NA,40,,,,110,1,Internet (site),Sim,Melhorou,,Superou,2,5,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,360,Beiço do Vando,11/02/2018 11:04,11/02/2018 11:08,0:04:43,33,Brasil,Minas Gerais,Belo Horizonte,Ribeiro de Abreu,Norte,NA,NA,NA,NA,NA,NA,6,200,NA,200,NA,,,,,200,1,Amigos/Familiares,Sim,Melhorou,,Superou,8,8,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino tecnico,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,361,Alo Abacaxi,11/02/2018 11:04,11/02/2018 11:11,0:06:51,25,Brasil,Minas Gerais,Betim,NA,NA,NA,NA,NA,NA,NA,NA,4,1000,NA,800,NA,200,,,,1000,1,Amigos/Familiares,Sim,Melhorou,,Atendeu em parte,4,3,6,7,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino superior completo,Solteiro (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,362,Alo Abacaxi,11/02/2018 11:04,11/02/2018 11:09,0:04:27,41,Brasil,Minas Gerais,Belo Horizonte,Prado,Oeste,NA,NA,NA,NA,NA,NA,6,240,NA,240,NA,,,,,240,1,Jornais/Revistas,Nao,,,Superou,9,9,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,363,Beiço do Vando,11/02/2018 11:08,11/02/2018 11:14,0:06:04,53,Brasil,Minas Gerais,Belo Horizonte,Planalto,Norte,NA,NA,NA,NA,NA,NA,6,1100,NA,800,NA,300,,,,1100,2,Amigos/Familiares,Sim,Melhorou,,Superou,8,10,9,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,364,Alo Abacaxi,11/02/2018 11:09,11/02/2018 11:16,0:06:58,43,Brasil,Minas Gerais,Belo Horizonte,Independencia,Barreiro,NA,NA,NA,NA,NA,NA,4,300,NA,240,NA,40,20,,,300,1,Outro,Nao,,,Superou,8,2,8,2,Nao,Falta de infraestrutura,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Brahma,Skol,Feminino,Ensino medio incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,365,Alo Abacaxi,11/02/2018 11:14,11/02/2018 11:21,0:06:34,30,Brasil,Minas Gerais,Belo Horizonte,Serrano,Pampulha,NA,NA,NA,NA,NA,NA,5,525,NA,125,NA,100,300,,,525,1,Outro,Sim,"Nem melhorou, nem piorou",,Atendeu em parte,5,7,7,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,366,Alo Abacaxi,11/02/2018 11:16,11/02/2018 11:22,0:06:12,27,Brasil,Minas Gerais,Belo Horizonte,Padre Eustaquio,Noroeste,NA,NA,NA,NA,NA,NA,5,700,NA,300,NA,100,300,,,700,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",,Atendeu em parte,7,7,3,9,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,367,Alo Abacaxi,11/02/2018 11:23,11/02/2018 11:31,0:07:41,29,Brasil,Minas Gerais,Sete Lagoas,NA,NA,Sim,4,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,6,500,,500,200,,200,,,900,1,Outro,Sim,Melhorou,,Superou,8,10,8,10,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Prefeitura,Skol,Feminino,Pos – Graduaçao – Mestrado,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,368,Alo Abacaxi,11/02/2018 11:24,11/02/2018 11:30,0:05:20,19,Brasil,Minas Gerais,Belo Horizonte,Vitoria,Nordeste,NA,NA,NA,NA,NA,NA,3,30,NA,,NA,30,,,,30,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,3,5,6,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Outro,,Feminino,Ensino superior completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,369,Alo Abacaxi,11/02/2018 11:30,11/02/2018 11:36,0:05:55,26,Brasil,Minas Gerais,Belo Horizonte,Concordia,Nordeste,NA,NA,NA,NA,NA,NA,6,145,NA,100,NA,,45,,,145,1,Amigos/Familiares,Sim,Melhorou,,Superou,4,6,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Belotur,Skol,Feminino,Ensino superior completo,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,370,Alo Abacaxi,11/02/2018 11:34,11/02/2018 11:42,0:07:46,63,Brasil,Minas Gerais,Belo Horizonte,Coraçao Eucaristico,Noroeste,NA,NA,NA,NA,NA,NA,6,680,NA,400,NA,180,68,32,,680,1,Outro,Sim,Melhorou,,Atendeu plenamente,1,7,10,10,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Cemig,Prefeitura,Feminino,Ensino superior completo,Casado (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,371,Alo Abacaxi,11/02/2018 11:39,11/02/2018 11:47,0:08:40,17,Brasil,Minas Gerais,Florestal,NA,NA,NA,NA,NA,NA,NA,NA,4,260,NA,200,NA,40,,20,,260,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,6,6,5,5,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,372,Alo Abacaxi,11/02/2018 11:43,11/02/2018 11:52,0:08:58,21,Brasil,Minas Gerais,Oliveira,NA,NA,Sim,5,Casa de Amigos/Parentes,Outro   Uber,Sim,NA,6,770,,150,200,,,420,,770,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,1,10,7,6,Sim,,Sim,Nao,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Prefeitura,Comercio,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,373,Batiza,11/02/2018 11:45,11/02/2018 11:55,0:10:01,21,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,5,573,NA,250,NA,,323,,,573,1,Amigos/Familiares,Sim,Melhorou,,Superou,7,5,5,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,374,Alo Abacaxi,11/02/2018 11:48,11/02/2018 11:53,0:05:58,18,Brasil,Minas Gerais,Florestal,NA,NA,NA,NA,NA,NA,NA,NA,6,102,NA,60,NA,40,2,,,102,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Indiferente,9,10,4,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,375,Alo Abacaxi,11/02/2018 11:54,11/02/2018 12:01,0:06:54,35,Brasil,Minas Gerais,Belo Horizonte,Nao respondeu,Nao respondeu,NA,NA,NA,NA,NA,NA,3,230,NA,150,NA,30,50,,,230,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,1,3,3,3,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,Skol,Masculino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,376,Batiza,11/02/2018 12:00,11/02/2018 12:06,0:06:22,17,Brasil,Minas Gerais,Sabara,NA,NA,NA,NA,NA,NA,NA,NA,5,250,NA,230,NA,20,,,,250,2,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,NR,9,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,377,Alo Abacaxi,11/02/2018 12:03,11/02/2018 12:09,0:06:04,20,Brasil,Minas Gerais,Belo Horizonte,Sion,Centro sul,NA,NA,NA,NA,NA,NA,6,190,NA,120,NA,,70,,,190,1,Amigos/Familiares,Sim,Melhorou,,Atendeu em parte,6,5,5,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,378,Batiza,11/02/2018 12:07,11/02/2018 12:19,0:11:54,33,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,5,450,NA,350,NA,100,,,,450,2,Outro,Sim,Piorou,Segurança,Atendeu em parte,4,8,7,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Blocos de rua,,Masculino,Ensino medio completo,Casado (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Visitantes,379,Alo Abacaxi,11/02/2018 12:09,11/02/2018 12:17,0:07:52,34,Brasil,Minas Gerais,Juiz de Fora,NA,NA,Sim,5,Casa de Amigos/Parentes,Outro   Uber,Sim,NA,4,400,,200,200,,,,,400,2,Amigos/Familiares,Nao,,,Atendeu plenamente,7,7,7,7,Nao,Outro   Outro lugar,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao sabe,,Masculino,Ensino superior completo,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,380,Batiza,11/02/2018 12:18,11/02/2018 12:26,0:07:45,60,Brasil,Minas Gerais,Belo Horizonte,Havai,Oeste,NA,NA,NA,NA,NA,NA,3,500,NA,400,NA,100,,,,500,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,"Nem melhorou, nem piorou",,Atendeu em parte,3,7,8,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Populaçao,,Feminino,Ensino superior completo,Casado (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,381,Alo Abacaxi,11/02/2018 12:19,11/02/2018 12:26,0:06:31,39,Brasil,Minas Gerais,Belo Horizonte,Coraçao Eucaristico,Noroeste,NA,NA,NA,NA,NA,NA,6,700,NA,400,NA,100,200,,,700,1,Outro,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,7,7,7,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Pos – Graduaçao – Especializaçao,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,382,Batiza,11/02/2018 12:20,11/02/2018 12:27,0:06:52,47,Brasil,Minas Gerais,Belo Horizonte,Grajau,Oeste,NA,NA,NA,NA,NA,NA,2,140,NA,125,NA,15,,,,140,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,9,9,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Visitantes,383,Batiza,11/02/2018 12:27,11/02/2018 12:34,0:07:00,30,Brasil,Maranhao,Sao Luis,NA,NA,Sim,7,Hoteis/Pousadas,Aviao,Sim,NA,6,830,330,300,100,100,,,,830,1,Amigos/Familiares,Nao,,,Atendeu plenamente,2,7,9,9,Sim,,Sim,Nao,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Prefeitura,,Feminino,Pos – Graduaçao – Mestrado,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
