morador,numerocontrole,Bloco,DT_VISITA,DT_TERMINO,TEMPO_TOTAL_ENTREV,Idade,Pais,Estado,Cidade,Bairro_BH,Regiao_BH,T_pernoite,T_qtpernoite,T_hospedagem,T_transp,T_motivo,T_outromoivo,Dias_carnaval,Gasto_total,T_Hospedagem,Alimentacao,T_Atrativos_passeios,Transporte_interno,Compras,Ingressos,Outros,Total,Qtd_pessoas_gasto,Fonte_carnaval,Participou_anosanteriores,Evolucao,Motivo,Expectativas,Aval_geral,Aval_banheiros,Aval_seguranca,Aval_precos,Proxima_edicao,Motivo_nao,Blocos_de_Rua,Escola_samba_caricato,Eventos_privados,Palcos,T_visita_amigos,T_citytour,T_visitacultural,T_compras,T_gastronomia,Principal_patrocinador,Outr_patrocinador,Genero,Esclaridade,Estado_civil,Faixa_renda
Morador,702,Baianas Ozadas,12/02/2018 10:41,12/02/2018 10:46,0:05:41,30,Brasil,Minas Gerais,Belo Horizonte,Havai,Oeste,NA,NA,NA,NA,NA,NA,6,,NA,,NA,,,,,,1,Outro,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,6,6,10,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Ambev,,Masculino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,703,Baianas Ozadas,12/02/2018 10:42,12/02/2018 10:48,0:05:16,20,Brasil,Minas Gerais,Belo Horizonte,Barreiro,Barreiro,NA,NA,NA,NA,NA,NA,1,20,NA,20,NA,,,,,20,1,Amigos/Familiares,Nao,,,Superou,5,7,5,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,704,Baianas Ozadas,12/02/2018 10:43,12/02/2018 10:47,0:04:00,25,Brasil,Minas Gerais,Belo Horizonte,Santa Isabel,Centro sul,NA,NA,NA,NA,NA,NA,3,400,NA,300,NA,100,,,,400,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,7,8,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,705,Baianas Ozadas,12/02/2018 10:43,12/02/2018 10:50,0:07:35,18,Brasil,Minas Gerais,Belo Horizonte,Serra,Centro sul,NA,NA,NA,NA,NA,NA,2,100,NA,50,NA,50,,,,100,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,5,8,6,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,706,Baianas Ozadas,12/02/2018 10:43,12/02/2018 10:50,0:06:59,24,Brasil,Minas Gerais,Belo Horizonte,Santa Monica,Pampulha,NA,NA,NA,NA,NA,NA,4,335,NA,250,NA,80,5,,,335,2,Internet (site),Nao,,,Atendeu plenamente,5,6,9,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Uber,Skol,Masculino,Ensino superior incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,707,Baianas Ozadas,12/02/2018 10:43,12/02/2018 10:52,0:08:35,56,Brasil,Minas Gerais,Belo Horizonte,Bacurau,Norte,NA,NA,NA,NA,NA,NA,3,80,NA,20,NA,20,20,,,60,2,Amigos/Familiares,Sim,Melhorou,,Superou,7,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Masculino,Ensino tecnico,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,708,Baianas Ozadas,12/02/2018 10:44,12/02/2018 10:51,0:07:17,23,Brasil,Minas Gerais,Belo Horizonte,Candelaria,Venda Nova,NA,NA,NA,NA,NA,NA,4,120,NA,90,NA,30,,,,120,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu em parte,7,8,5,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Ensino superior completo,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,709,Bloco Havayanas Usadas,12/02/2018 10:45,12/02/2018 10:54,0:08:29,37,Brasil,Minas Gerais,Belo Horizonte,Horto,Leste,NA,NA,NA,NA,NA,NA,5,230,NA,150,NA,50,30,,,230,1,Outro,Sim,Melhorou,,Atendeu plenamente,3,7,8,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Amstel,Feminino,Pos – Graduaçao – Doutorado,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,710,Baianas Ozadas,12/02/2018 10:45,12/02/2018 10:50,0:05:07,22,Brasil,Minas Gerais,Belo Horizonte,Funcionarios,Centro sul,NA,NA,NA,NA,NA,NA,5,100,NA,50,NA,,50,,,100,1,Outro,Sim,Melhorou,,Superou,5,6,6,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior incompleto,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,711,Baianas Ozadas,12/02/2018 10:45,12/02/2018 10:52,0:06:32,66,Brasil,Minas Gerais,Belo Horizonte,Betania,Oeste,NA,NA,NA,NA,NA,NA,3,160,NA,150,NA,,10,,,160,1,Internet (site),Nao,,,Superou,5,5,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino fundamental completo,Viuvo (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,712,Bloco Havayanas Usadas,12/02/2018 10:45,12/02/2018 10:52,0:06:34,34,Brasil,Minas Gerais,Sao Joao del Rei,NA,NA,Sim,6,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,6,380,,180,200,,,,,380,1,Outro,Sim,Melhorou,,Superou,9,8,6,9,Sim,,Sim,Nao,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Nao sabe,Ambev,Feminino,Ensino superior completo,Divorciado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,713,Baianas Ozadas,12/02/2018 10:47,12/02/2018 10:53,0:06:02,39,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,2,200,NA,100,NA,50,50,,,200,2,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,3,8,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Outro,,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,714,Baianas Ozadas,12/02/2018 10:48,12/02/2018 10:57,0:08:32,19,Brasil,Minas Gerais,Belo Horizonte,Canaa,Venda Nova,NA,NA,NA,NA,NA,NA,3,100,NA,100,NA,,,,,100,1,Amigos/Familiares,Sim,Melhorou,,Superou,1,7,8,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Masculino,Ensino medio completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,715,Baianas Ozadas,12/02/2018 10:49,12/02/2018 10:53,0:04:08,28,Brasil,Minas Gerais,Belo Horizonte,Belvedere,Centro sul,NA,NA,NA,NA,NA,NA,4,500,NA,400,NA,100,,,,500,2,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,7,8,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,716,Batiza,12/02/2018 10:49,12/02/2018 10:53,0:04:39,26,Brasil,Minas Gerais,Belo Horizonte,Boa Vista,Leste,NA,NA,NA,NA,NA,NA,5,700,NA,300,NA,200,80,120,,700,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu plenamente,7,8,8,8,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,717,Baianas Ozadas,12/02/2018 10:49,12/02/2018 10:52,0:02:55,55,Brasil,Minas Gerais,Belo Horizonte,Centro,Centro sul,NA,NA,NA,NA,NA,NA,4,200,NA,200,NA,,,,,200,1,Jornais/Revistas,Sim,Melhorou,,Superou,7,7,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Feminino,Ensino medio completo,Viuvo (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,718,Baianas Ozadas,12/02/2018 10:51,12/02/2018 10:57,0:06:38,37,Brasil,Minas Gerais,Ribeirao das Neves,NA,NA,NA,NA,NA,NA,NA,NA,1,170,NA,50,NA,100,20,,,170,3,Jornais/Revistas,Nao,,,Superou,5,10,1,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Casado (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,719,Baianas Ozadas,12/02/2018 10:51,12/02/2018 10:55,0:04:13,16,Brasil,Minas Gerais,Betim,NA,NA,NA,NA,NA,NA,NA,NA,1,50,NA,30,NA,20,,,,50,5,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,2,1,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino superior incompleto,Solteiro (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Morador,720,Baianas Ozadas,12/02/2018 10:51,12/02/2018 10:56,0:04:55,34,Brasil,Minas Gerais,Belo Horizonte,Vista Alegre,Oeste,NA,NA,NA,NA,NA,NA,3,600,NA,300,NA,100,200,,,600,1,Internet (site),Nao,,,Atendeu plenamente,8,8,8,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Masculino,Ensino superior completo,Solteiro (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,721,Bloco Havayanas Usadas,12/02/2018 10:52,12/02/2018 11:28,0:35:55,60,Brasil,Minas Gerais,Belo Horizonte,Carlos Prates,Noroeste,NA,NA,NA,NA,NA,NA,3,90,NA,45,NA,45,,,,90,1,Amigos/Familiares,Nao,,,Superou,7,8,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Casado (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,722,Baianas Ozadas,12/02/2018 10:52,12/02/2018 10:57,0:04:54,38,Brasil,Minas Gerais,Belo Horizonte,Funcionarios,Centro sul,NA,NA,NA,NA,NA,NA,6,100,NA,,NA,100,,,,100,1,Amigos/Familiares,Sim,Piorou,Muita gente,Indiferente,5,7,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Casado (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,723,Baianas Ozadas,12/02/2018 10:53,12/02/2018 10:56,0:03:30,28,Brasil,Minas Gerais,Sabara,NA,NA,NA,NA,NA,NA,NA,NA,3,300,NA,200,NA,100,,,,300,2,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Atendeu plenamente,6,7,9,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,724,Baianas Ozadas,12/02/2018 10:53,12/02/2018 10:58,0:05:24,45,Brasil,Minas Gerais,Belo Horizonte,Alipio de Melo,Noroeste,NA,NA,NA,NA,NA,NA,2,200,NA,150,NA,50,,,,200,1,Amigos/Familiares,Sim,Melhorou,,Superou,6,6,6,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino tecnico,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Visitantes,725,Baianas Ozadas,12/02/2018 10:53,12/02/2018 11:04,0:10:53,47,Brasil,Minas Gerais,Juiz de Fora,NA,NA,Sim,4,Casa de Amigos/Parentes,Carro,Nao,Visitar amigos e parentes,5,350,,200,50,,100,,,350,3,Amigos/Familiares,Sim,Melhorou,,Superou,6,9,8,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Uber,Ambev,Masculino,Ensino superior incompleto,Casado (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,726,Bloco Havayanas Usadas,12/02/2018 10:54,12/02/2018 11:00,0:06:35,39,Brasil,Minas Gerais,Belo Horizonte,Carmo,Centro sul,NA,NA,NA,NA,NA,NA,4,680,NA,320,NA,120,240,,,680,1,Jornais/Revistas,Sim,Melhorou,,Superou,3,8,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Uber,Feminino,Ensino superior completo,Casado (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,727,Baianas Ozadas,12/02/2018 10:54,12/02/2018 10:59,0:04:58,24,Brasil,Minas Gerais,Lagoa Santa,NA,NA,NA,NA,NA,NA,NA,NA,5,520,NA,400,NA,,,120,,520,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Piorou,Infraestrutura,Atendeu plenamente,7,8,7,8,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Ambev,,Masculino,Ensino medio completo,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,728,Batiza,12/02/2018 10:54,12/02/2018 11:00,0:05:38,28,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,NA,NA,NA,NA,NA,NA,2,160,NA,100,NA,40,20,,,160,2,Outro,Sim,Melhorou,,Atendeu em parte,6,7,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,729,Bloco Havayanas Usadas,12/02/2018 10:55,12/02/2018 11:01,0:06:00,25,Brasil,Minas Gerais,Belo Horizonte,Pompeia,Leste,NA,NA,NA,NA,NA,NA,1,,NA,,NA,,,,,,1,Amigos/Familiares,Sim,Melhorou,,Superou,10,10,10,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Skol,Feminino,Ensino fundamental incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,730,Baianas Ozadas,12/02/2018 10:55,12/02/2018 10:59,0:03:45,24,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,NA,NA,NA,NA,NA,NA,4,300,NA,230,NA,70,,,,300,1,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,7,8,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino medio completo,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,731,Baianas Ozadas,12/02/2018 10:57,12/02/2018 11:01,0:04:52,32,Brasil,Minas Gerais,Belo Horizonte,Betania,Oeste,NA,NA,NA,NA,NA,NA,3,150,NA,100,NA,50,,,,150,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Sim,Melhorou,,Atendeu em parte,6,8,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,732,Baianas Ozadas,12/02/2018 10:57,12/02/2018 11:05,0:08:21,38,Brasil,Minas Gerais,Vespasiano,NA,NA,NA,NA,NA,NA,NA,NA,4,500,NA,400,NA,60,10,,30,500,1,Internet (site),Nao,,,Superou,6,4,8,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Pos – Graduaçao – Mestrado,Casado (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,733,Baianas Ozadas,12/02/2018 10:57,12/02/2018 11:18,0:20:26,41,Brasil,Minas Gerais,Vespasiano,NA,NA,NA,NA,NA,NA,NA,NA,1,150,NA,100,NA,50,,,,150,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,2,4,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino medio completo,Divorciado (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,734,Baianas Ozadas,12/02/2018 10:57,12/02/2018 11:03,0:05:27,21,Brasil,Minas Gerais,Belo Horizonte,Serra,Centro sul,NA,NA,NA,NA,NA,NA,6,320,NA,180,NA,120,20,,,320,1,Amigos/Familiares,Nao,,,Atendeu plenamente,4,8,3,8,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Feminino,Ensino superior incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Visitantes,735,Baianas Ozadas,12/02/2018 10:58,12/02/2018 11:06,0:07:52,25,Brasil,Minas Gerais,Janauba,NA,NA,Sim,5,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,5,825,,500,150,,25,150,,825,1,Amigos/Familiares,Nao,,,Atendeu em parte,7,3,8,8,Sim,,Sim,Nao,Sim,Nao,Nao,Nao,Nao,Nao,Sim,Prefeitura,,Feminino,Ensino superior incompleto,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,736,Baianas Ozadas,12/02/2018 10:59,12/02/2018 11:04,0:04:42,16,Brasil,Minas Gerais,Belo Horizonte,Fernao Dias,Nordeste,NA,NA,NA,NA,NA,NA,3,100,NA,50,NA,50,,,,100,3,Jornais/Revistas,Sim,Melhorou,,Atendeu plenamente,3,2,4,5,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Ensino medio incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,737,Baianas Ozadas,12/02/2018 10:59,12/02/2018 11:04,0:04:21,32,Brasil,Minas Gerais,Belo Horizonte,Aparecida,Noroeste,NA,NA,NA,NA,NA,NA,4,120,NA,30,NA,40,50,,,120,1,Amigos/Familiares,Sim,"Nem melhorou, nem piorou",,Superou,4,5,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Feminino,Pos – Graduaçao – Especializaçao,Solteiro (a),"de 7 a 8 salarios (R$ 6560,00 – R$ 7632,00)"
Morador,738,Baianas Ozadas,12/02/2018 11:00,12/02/2018 11:07,0:06:23,23,Brasil,Minas Gerais,Belo Horizonte,Horto,Leste,NA,NA,NA,NA,NA,NA,6,200,NA,100,NA,50,50,,,200,1,Internet (site),Sim,Melhorou,,Superou,8,10,9,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino medio incompleto,Solteiro (a),"de 9 a 10 salarios (R$ 8434,00 – R$ 9540,00)"
Morador,739,Batiza,12/02/2018 11:00,12/02/2018 11:08,0:07:25,26,Brasil,Minas Gerais,Belo Horizonte,Graça,Nordeste,NA,NA,NA,NA,NA,NA,5,273,NA,200,NA,50,,,23,273,1,Amigos/Familiares,Nao,,,Atendeu em parte,6,8,6,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Amstel,Masculino,Ensino superior completo,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,740,Baianas Ozadas,12/02/2018 11:01,12/02/2018 11:06,0:05:08,24,Brasil,Minas Gerais,Belo Horizonte,Sao Salvador,Noroeste,NA,NA,NA,NA,NA,NA,4,800,NA,700,NA,50,50,,,800,1,Internet (site),Nao,,,Atendeu plenamente,5,6,10,10,Nao,Viagem,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"Acima de 10 salarios (acima de R$ 9540,00)"
Morador,741,Bloco Havayanas Usadas,12/02/2018 11:01,12/02/2018 11:14,0:12:48,70,Brasil,Minas Gerais,Belo Horizonte,Santa Efigenia,Leste,NA,NA,NA,NA,NA,NA,6,150,NA,20,NA,120,10,,,150,2,Amigos/Familiares,Sim,Melhorou,,Superou,10,10,10,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,Skol,Feminino,Pos – Graduaçao – Especializaçao,Divorciado (a),"de 3 a 4 salarios (R$ 2812,00 – R$ 3816,00)"
Visitantes,742,Bloco Havayanas Usadas,12/02/2018 11:01,12/02/2018 11:08,0:06:59,25,Brasil,Minas Gerais,Oliveira,NA,NA,Sim,3,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,3,,115,,75,30,10,,,,1,Amigos/Familiares,Nao,,,Superou,5,7,2,8,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Ambev,,Feminino,Ensino medio completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,743,Baianas Ozadas,12/02/2018 11:02,12/02/2018 11:06,0:04:43,25,Brasil,Minas Gerais,Belo Horizonte,Bom Jesus,Noroeste,NA,NA,NA,NA,NA,NA,3,300,NA,,NA,20,280,,,300,1,Amigos/Familiares,Nao,,,Superou,7,7,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Prefeitura,,Masculino,Ensino superior completo,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,744,Baianas Ozadas,12/02/2018 11:02,12/02/2018 11:06,0:04:08,31,Brasil,Minas Gerais,Belo Horizonte,Floramar,Norte,NA,NA,NA,NA,NA,NA,2,250,NA,200,NA,50,,,,250,1,Amigos/Familiares,Sim,Melhorou,,Atendeu plenamente,6,7,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Ambev,Feminino,Ensino superior incompleto,Solteiro (a),"Ate um salario minimo (R$ 954,00 )"
Morador,745,Baianas Ozadas,12/02/2018 11:03,12/02/2018 11:15,0:11:57,19,Brasil,Minas Gerais,Ribeirao das Neves,NA,NA,NA,NA,NA,NA,NA,NA,2,400,NA,200,NA,200,,,,400,1,Amigos/Familiares,Sim,Melhorou,,Superou,6,4,7,9,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Prefeitura,Feminino,Ensino medio incompleto,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,746,Baianas Ozadas,12/02/2018 11:03,12/02/2018 11:08,0:04:38,22,Brasil,Minas Gerais,Belo Horizonte,Estrela,Oeste,NA,NA,NA,NA,NA,NA,3,200,NA,90,NA,30,,,50,170,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Atendeu plenamente,5,5,7,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Uber,Feminino,Ensino superior incompleto,Solteiro (a),"de 1 a 2 salarios (R$ 954,00 – R$ 1908,00)"
Morador,747,Baianas Ozadas,12/02/2018 11:04,12/02/2018 11:09,0:05:05,33,Brasil,Minas Gerais,Belo Horizonte,Uniao,Nordeste,NA,NA,NA,NA,NA,NA,5,500,NA,400,NA,100,,,,500,2,Amigos/Familiares,Sim,Melhorou,,Superou,3,7,4,7,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Populaçao,Feminino,Ensino superior incompleto,Solteiro (a),"de 4 a 5 salarios (R$ 3749,00 – R$ 4770,00)"
Morador,748,Baianas Ozadas,12/02/2018 11:04,12/02/2018 11:15,0:10:20,24,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,NA,NA,NA,NA,NA,NA,6,400,NA,200,NA,100,20,80,,400,1,Amigos/Familiares,Nao,,,Atendeu plenamente,5,4,6,7,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino superior completo,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Visitantes,749,Baianas Ozadas,12/02/2018 11:05,12/02/2018 11:10,0:04:53,21,Brasil,Sao Paulo,Jundiai,NA,NA,Sim,8,Casa de Amigos/Parentes,onibus rodoviario,Sim,NA,5,420,,300,120,,,,,420,1,Amigos/Familiares,Nao,,,Superou,9,7,7,9,Sim,,Sim,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Skol,,Masculino,Ensino superior incompleto,Solteiro (a),"de 6 a 7 salarios (R$ 5623,00 – R$ 6678,00)"
Morador,750,Baianas Ozadas,12/02/2018 11:05,12/02/2018 11:10,0:04:43,16,Brasil,Minas Gerais,Belo Horizonte,Sao Gabriel,Nordeste,NA,NA,NA,NA,NA,NA,6,400,NA,400,NA,,,,,400,5,Internet (site),Nao,,,Superou,4,7,4,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,Ambev,Masculino,Ensino medio incompleto,Solteiro (a),Nao sabe
Morador,751,Baianas Ozadas,12/02/2018 11:07,12/02/2018 11:10,0:03:32,23,Brasil,Minas Gerais,Contagem,NA,NA,NA,NA,NA,NA,NA,NA,3,300,NA,250,NA,50,,,,300,1,Amigos/Familiares,Nao,,,Atendeu plenamente,5,8,6,10,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Skol,,Masculino,Ensino tecnico,Solteiro (a),"de 2 a 3 salarios (R$ 1875,00 – R$ 2862,00)"
Morador,752,Baianas Ozadas,12/02/2018 11:07,12/02/2018 11:14,0:06:26,42,Brasil,Minas Gerais,Belo Horizonte,Floresta,Leste,NA,NA,NA,NA,NA,NA,6,795,NA,600,NA,120,50,25,,795,1,Internet (site),Sim,Melhorou,,Atendeu em parte,7,5,9,8,Sim,,Sim,Nao,Sim,Nao,NA,NA,NA,NA,NA,Skol,Amstel,Feminino,Ensino superior completo,Casado (a),"de 8 a 9 salarios (R$ 7497,00 – R$ 8586,00)"
Morador,753,Baianas Ozadas,12/02/2018 11:07,12/02/2018 11:22,0:14:17,26,Brasil,Minas Gerais,Belo Horizonte,Nova Pampulha,Pampulha,NA,NA,NA,NA,NA,NA,4,300,NA,190,NA,110,,,,300,1,Internet (site),Sim,"Nem melhorou, nem piorou",,Atendeu em parte,3,7,7,8,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Nao sabe,,Feminino,Ensino superior completo,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
Morador,754,Baianas Ozadas,12/02/2018 11:07,12/02/2018 11:12,0:04:36,20,Brasil,Minas Gerais,Belo Horizonte,Caiçaras,Noroeste,NA,NA,NA,NA,NA,NA,4,100,NA,80,NA,20,,,,100,1,"Redes Sociais (Facebook, Twitter, Instagram, Whatsapp)",Nao,,,Superou,3,7,5,6,Sim,,Sim,Nao,Nao,Nao,NA,NA,NA,NA,NA,Ambev,,Masculino,Ensino superior incompleto,Solteiro (a),"de 5 a 6 salarios (R$ 4686,00 – R$ 5724,00)"
